age;job;marital;education;balance;housing;loan;contact;duration;campaign;result
21;blue-collar;married;primary;-426;0;0;unknown;139;2;0
30;blue-collar;married;secondary;578;1;1;unknown;48;1;0
29;technician;married;secondary;0;1;0;unknown;377;1;0
48;technician;married;secondary;425;1;0;unknown;357;4;0
28;services;single;secondary;2385;1;0;unknown;119;2;0
25;blue-collar;single;secondary;2;0;0;unknown;264;2;0
28;blue-collar;married;secondary;509;1;1;unknown;121;2;0
29;blue-collar;married;primary;4281;1;0;unknown;235;2;0
26;self-employed;single;secondary;467;1;1;unknown;90;2;0
26;admin.;single;secondary;581;1;1;unknown;444;3;0
24;student;single;secondary;2726;1;0;unknown;283;1;0
27;management;single;tertiary;99;1;0;unknown;767;2;1
27;technician;married;secondary;1103;0;0;unknown;123;1;0
28;unemployed;single;secondary;559;1;0;unknown;236;1;0
32;services;married;secondary;3756;1;0;unknown;85;3;0
52;management;divorced;tertiary;907;1;0;unknown;104;2;0
27;blue-collar;married;secondary;-335;1;1;unknown;324;1;0
27;management;single;tertiary;-713;1;0;unknown;525;2;1
22;admin.;married;secondary;967;1;0;unknown;525;1;0
28;management;single;tertiary;191;1;0;unknown;238;1;0
23;technician;single;secondary;-306;1;0;unknown;217;2;0
29;services;single;secondary;32;1;0;unknown;563;1;1
29;blue-collar;married;secondary;-8;1;1;unknown;433;2;0
37;blue-collar;married;secondary;117;1;0;unknown;52;1;0
60;housemaid;divorced;secondary;387;1;0;unknown;235;1;0
51;services;married;primary;-553;1;0;unknown;149;8;0
29;admin.;married;secondary;1634;1;0;unknown;402;2;0
26;admin.;divorced;secondary;-45;1;0;unknown;357;2;0
30;unknown;single;primary;13052;0;0;unknown;140;1;0
49;entrepreneur;married;primary;5380;1;0;unknown;98;4;0
31;services;single;secondary;-341;0;0;unknown;171;3;0
30;technician;married;tertiary;88;0;0;unknown;219;1;0
30;self-employed;married;tertiary;543;1;1;unknown;1449;6;1
32;technician;married;secondary;253;1;0;unknown;257;3;0
36;blue-collar;married;primary;403;1;0;unknown;920;1;1
47;blue-collar;married;secondary;1143;1;0;unknown;79;1;0
27;entrepreneur;single;tertiary;0;1;0;unknown;103;2;0
26;blue-collar;married;primary;178;1;0;unknown;833;2;0
40;services;divorced;secondary;0;1;0;unknown;97;1;0
43;unknown;single;primary;433;0;0;unknown;45;1;0
28;technician;single;tertiary;0;1;0;unknown;205;6;0
27;admin.;married;secondary;-247;1;1;unknown;344;2;0
57;management;married;primary;-226;1;0;unknown;272;1;0
32;technician;divorced;secondary;273;1;0;unknown;204;1;0
27;blue-collar;single;primary;881;1;0;unknown;156;3;0
38;services;married;secondary;43;1;0;unknown;213;1;0
36;technician;married;tertiary;606;1;0;unknown;159;1;0
45;services;married;secondary;0;0;0;unknown;153;6;0
30;management;single;tertiary;635;1;0;unknown;29;2;0
48;blue-collar;single;tertiary;2330;1;0;unknown;15;1;0
39;blue-collar;married;primary;295;1;0;unknown;38;1;0
24;services;single;secondary;-141;1;0;unknown;654;2;0
29;self-employed;married;tertiary;-1083;1;0;unknown;139;2;0
35;blue-collar;married;primary;300;1;0;unknown;81;1;0
30;management;single;tertiary;17036;1;0;unknown;597;7;0
28;unemployed;single;tertiary;1010;1;0;unknown;174;2;0
50;technician;married;secondary;1616;1;1;unknown;142;11;0
41;management;single;tertiary;4594;1;0;unknown;393;11;0
58;housemaid;married;primary;5278;1;0;unknown;763;4;0
31;admin.;married;primary;355;1;1;unknown;61;6;0
33;management;married;tertiary;1808;1;0;unknown;99;4;0
35;blue-collar;single;secondary;2514;1;0;unknown;85;5;0
29;blue-collar;married;primary;220;1;0;unknown;187;2;0
29;blue-collar;married;primary;25;1;0;unknown;188;2;0
29;blue-collar;married;primary;-303;1;1;unknown;298;3;0
29;services;married;tertiary;0;1;0;unknown;113;2;0
28;blue-collar;single;secondary;1232;1;0;unknown;201;2;0
26;services;single;secondary;128;1;1;unknown;264;2;0
26;blue-collar;married;secondary;-82;1;0;unknown;23;2;0
24;technician;single;secondary;681;1;0;unknown;180;2;0
26;student;single;secondary;-147;0;0;unknown;95;2;0
47;blue-collar;married;primary;554;1;0;unknown;69;1;0
49;management;married;secondary;362;1;0;unknown;84;2;0
52;blue-collar;single;secondary;510;1;0;unknown;324;1;0
44;blue-collar;married;secondary;406;1;0;unknown;222;1;0
39;blue-collar;married;secondary;518;1;0;unknown;608;2;0
41;services;married;secondary;241;1;1;unknown;144;1;0
28;management;single;tertiary;-227;1;0;unknown;298;2;0
53;services;married;secondary;579;0;0;unknown;1224;7;0
54;blue-collar;divorced;primary;138;1;0;unknown;173;10;0
29;admin.;single;secondary;130;0;0;unknown;134;2;0
49;blue-collar;married;primary;391;1;0;unknown;245;1;0
29;admin.;divorced;secondary;201;1;0;unknown;121;3;0
27;blue-collar;married;secondary;373;1;0;unknown;49;1;0
27;blue-collar;married;secondary;419;1;0;unknown;1181;2;1
28;unemployed;married;secondary;655;1;0;unknown;606;2;0
44;entrepreneur;married;secondary;-165;1;1;unknown;184;2;0
29;services;single;secondary;447;1;1;unknown;106;1;0
29;admin.;divorced;secondary;-489;1;0;unknown;249;2;0
35;admin.;divorced;secondary;437;1;0;unknown;908;1;1
46;blue-collar;married;primary;296;1;0;unknown;92;2;0
25;blue-collar;married;secondary;-507;1;1;unknown;404;2;0
37;unemployed;single;secondary;1354;1;0;unknown;207;4;0
29;blue-collar;single;primary;950;1;0;unknown;135;3;0
51;blue-collar;married;secondary;568;1;0;unknown;37;1;0
35;management;divorced;tertiary;160;1;0;unknown;141;6;0
50;unemployed;married;secondary;306;1;0;unknown;117;1;0
28;blue-collar;single;secondary;1103;1;0;unknown;14;11;0
37;blue-collar;married;secondary;6;1;0;unknown;174;9;0
35;blue-collar;married;primary;162;1;0;unknown;60;4;0
57;blue-collar;married;primary;2892;1;0;unknown;235;5;0
28;management;single;tertiary;-380;1;0;unknown;285;4;0
32;blue-collar;divorced;secondary;880;1;1;unknown;112;1;0
30;technician;single;secondary;4787;1;0;unknown;99;2;0
52;management;married;secondary;4096;1;0;unknown;208;4;0
33;services;married;secondary;248;1;0;unknown;132;2;0
33;blue-collar;married;secondary;312;1;0;unknown;151;2;0
47;blue-collar;married;secondary;273;1;0;unknown;163;1;0
37;blue-collar;married;secondary;311;1;0;unknown;135;1;0
42;admin.;divorced;secondary;-172;1;1;unknown;179;1;0
26;blue-collar;single;primary;3342;1;0;unknown;329;4;0
40;services;married;secondary;113;1;0;unknown;126;1;0
30;services;single;secondary;-97;1;0;unknown;126;2;0
31;admin.;married;secondary;454;1;0;unknown;119;1;0
26;technician;single;tertiary;1118;1;0;unknown;209;2;0
50;admin.;divorced;secondary;3423;1;1;unknown;192;6;0
28;admin.;single;secondary;710;1;1;unknown;341;2;0
51;blue-collar;married;unknown;226;1;0;unknown;17;13;0
49;blue-collar;married;secondary;203;0;0;unknown;167;1;0
42;services;married;secondary;717;1;0;unknown;152;6;0
36;blue-collar;married;secondary;138;1;0;unknown;84;3;0
39;admin.;married;secondary;217;1;0;unknown;341;4;0
33;blue-collar;married;primary;934;1;0;unknown;244;2;0
40;blue-collar;married;secondary;2671;1;1;unknown;423;2;0
23;services;single;secondary;500;1;0;unknown;111;3;0
50;blue-collar;married;primary;42;1;0;unknown;170;3;0
29;student;single;secondary;200;1;0;unknown;87;2;0
43;services;married;secondary;1450;1;0;unknown;227;2;0
36;management;married;tertiary;1014;1;0;unknown;34;2;0
29;blue-collar;single;secondary;735;1;0;unknown;130;3;0
29;blue-collar;married;unknown;356;1;0;unknown;169;2;0
54;blue-collar;married;secondary;2957;1;0;unknown;392;2;0
42;blue-collar;married;primary;250;1;0;unknown;46;16;0
49;blue-collar;married;primary;266;1;0;unknown;39;2;0
39;admin.;married;secondary;1577;1;0;unknown;282;15;0
39;blue-collar;married;primary;0;1;0;unknown;112;4;0
33;blue-collar;married;secondary;36;1;0;unknown;36;4;0
29;management;married;tertiary;68;1;0;unknown;69;4;0
27;blue-collar;single;primary;0;1;0;unknown;299;2;0
52;admin.;divorced;secondary;1049;0;1;unknown;80;6;0
34;blue-collar;married;unknown;553;1;0;unknown;729;2;0
44;services;divorced;secondary;0;1;0;unknown;389;5;0
39;blue-collar;single;primary;1790;1;0;unknown;229;6;0
39;blue-collar;married;primary;104;1;0;unknown;624;2;0
26;blue-collar;married;secondary;127;1;1;unknown;165;2;0
27;services;single;secondary;1913;1;0;unknown;216;2;0
24;management;single;tertiary;933;1;0;unknown;122;1;0
27;services;single;secondary;201;1;0;unknown;172;2;0
41;entrepreneur;married;primary;759;1;0;unknown;79;10;0
36;unemployed;single;secondary;244;1;0;unknown;702;2;0
59;blue-collar;married;secondary;87;0;0;unknown;65;10;0
29;blue-collar;single;secondary;-167;1;0;unknown;361;1;0
38;technician;married;secondary;625;1;0;unknown;140;2;0
36;blue-collar;divorced;secondary;-159;1;0;unknown;382;3;0
43;management;divorced;tertiary;350;1;0;unknown;128;1;0
32;blue-collar;single;secondary;255;0;0;unknown;175;1;0
26;services;single;secondary;-74;1;0;unknown;147;1;0
32;management;married;tertiary;944;1;1;unknown;292;1;0
30;admin.;single;secondary;705;1;0;unknown;235;1;0
25;blue-collar;divorced;secondary;720;1;0;unknown;156;1;0
29;management;married;tertiary;941;1;0;unknown;570;11;0
29;self-employed;married;tertiary;0;1;1;unknown;399;3;0
52;admin.;married;secondary;531;0;0;unknown;222;1;0
44;management;married;tertiary;7454;0;0;unknown;243;1;0
56;technician;married;secondary;62;0;1;unknown;243;1;0
55;unknown;married;tertiary;0;0;0;unknown;38;1;0
35;self-employed;married;tertiary;182;0;1;unknown;379;1;0
59;housemaid;married;primary;0;0;0;unknown;307;1;0
41;management;married;tertiary;5;0;0;unknown;178;1;0
36;admin.;single;secondary;135;0;0;unknown;308;1;0
56;retired;divorced;primary;0;0;0;unknown;27;1;0
43;management;married;tertiary;356;0;0;unknown;80;1;0
56;technician;married;primary;314;1;1;unknown;75;1;0
48;admin.;married;secondary;395;0;0;unknown;168;1;0
53;retired;married;secondary;1630;0;0;unknown;160;1;0
39;blue-collar;single;primary;-491;0;1;unknown;179;1;0
50;unemployed;married;primary;705;0;0;unknown;504;1;1
35;blue-collar;married;secondary;344;0;0;unknown;25;1;0
46;services;married;secondary;198;0;1;unknown;49;1;0
39;technician;married;secondary;9121;0;0;unknown;147;1;0
40;blue-collar;married;primary;11;1;1;unknown;83;3;0
49;blue-collar;married;unknown;1944;0;0;unknown;773;1;0
39;admin.;married;secondary;835;1;0;unknown;135;1;0
56;unemployed;married;primary;882;0;0;unknown;169;1;0
43;entrepreneur;married;tertiary;-250;0;0;unknown;104;1;0
33;blue-collar;married;secondary;1240;1;0;unknown;400;2;0
53;housemaid;married;primary;1903;0;0;unknown;827;1;0
51;management;divorced;tertiary;119;0;0;unknown;112;2;0
47;entrepreneur;divorced;tertiary;0;0;0;unknown;124;1;0
38;admin.;divorced;secondary;0;0;0;unknown;56;1;0
60;blue-collar;married;secondary;0;0;1;unknown;124;1;0
38;management;married;primary;1365;1;0;unknown;224;1;0
38;blue-collar;married;secondary;-3;0;1;unknown;172;1;0
38;management;married;secondary;1574;0;0;unknown;636;1;0
54;self-employed;married;secondary;153;1;0;unknown;40;1;0
59;admin.;single;secondary;848;0;0;unknown;63;1;0
59;retired;married;secondary;56;0;0;unknown;396;1;0
37;technician;divorced;secondary;325;1;1;unknown;487;1;0
40;management;single;tertiary;-222;1;0;unknown;221;1;0
41;technician;married;secondary;261;0;1;unknown;222;1;0
51;admin.;married;secondary;0;0;0;unknown;78;1;0
46;technician;married;secondary;488;0;0;unknown;92;1;0
59;unknown;married;unknown;3940;0;0;unknown;48;2;0
49;entrepreneur;married;tertiary;9824;0;0;unknown;69;1;0
48;blue-collar;married;primary;257;1;0;unknown;333;2;0
35;management;married;tertiary;-640;1;1;unknown;78;6;0
36;management;married;unknown;0;0;0;unknown;131;1;0
50;technician;married;primary;883;1;0;unknown;170;1;0
52;unknown;married;primary;8251;0;0;unknown;397;1;0
44;blue-collar;married;secondary;1910;1;0;unknown;41;1;0
51;unknown;divorced;unknown;1649;0;0;unknown;93;1;0
36;blue-collar;married;secondary;1772;0;0;unknown;208;1;1
58;blue-collar;married;secondary;590;0;1;unknown;133;1;0
39;services;single;secondary;0;0;0;unknown;133;1;0
42;admin.;married;secondary;4209;1;0;unknown;57;6;0
57;management;married;tertiary;561;0;0;unknown;21;1;0
46;technician;single;tertiary;2800;0;0;unknown;47;1;0
53;management;married;tertiary;1619;0;0;unknown;89;1;0
51;admin.;married;primary;2281;1;1;unknown;163;1;0
43;housemaid;married;primary;522;0;0;unknown;86;1;0
30;entrepreneur;married;secondary;2551;1;0;unknown;142;2;0
25;blue-collar;single;secondary;150;1;0;unknown;492;2;0
40;blue-collar;married;secondary;440;1;0;unknown;327;2;0
37;blue-collar;married;primary;213;0;1;unknown;323;1;0
53;management;married;tertiary;0;0;1;unknown;189;1;0
59;retired;married;secondary;0;0;0;unknown;812;1;1
55;retired;divorced;secondary;282;1;0;unknown;99;2;0
37;blue-collar;married;secondary;-97;1;0;unknown;135;2;0
48;services;divorced;secondary;0;0;0;unknown;428;1;0
44;technician;married;secondary;296;1;1;unknown;169;1;0
37;blue-collar;married;secondary;151;1;0;unknown;202;1;0
42;blue-collar;divorced;secondary;1037;0;0;unknown;271;1;0
37;services;married;secondary;2132;0;0;unknown;232;1;0
37;self-employed;single;secondary;125;0;0;unknown;56;1;0
52;housemaid;married;primary;1340;0;0;unknown;175;1;0
57;technician;married;primary;67;0;0;unknown;67;1;0
23;services;married;secondary;2673;1;0;unknown;81;2;0
44;services;married;secondary;382;0;0;unknown;1167;1;0
40;blue-collar;married;secondary;6536;0;0;unknown;647;1;0
44;technician;married;secondary;533;0;0;unknown;74;1;0
59;retired;divorced;primary;-88;1;0;unknown;910;2;1
45;management;married;secondary;0;0;0;unknown;65;2;0
38;admin.;single;unknown;13;0;0;unknown;21;1;0
48;retired;single;secondary;3458;0;0;unknown;292;1;0
47;entrepreneur;married;secondary;0;0;0;unknown;1446;1;1
60;retired;married;secondary;8590;0;0;unknown;85;1;0
47;unemployed;married;primary;2946;0;0;unknown;60;1;0
52;housemaid;married;secondary;14363;0;0;unknown;132;1;0
60;housemaid;married;tertiary;443;0;0;unknown;60;1;0
58;entrepreneur;married;tertiary;853;0;0;unknown;1149;2;1
56;management;divorced;tertiary;41;0;0;unknown;179;1;0
32;blue-collar;single;secondary;313;1;1;unknown;67;2;0
26;services;married;secondary;682;1;1;unknown;166;2;0
58;retired;divorced;secondary;219;0;0;unknown;133;1;0
51;services;married;secondary;540;1;0;unknown;124;2;0
57;management;married;secondary;4046;0;1;unknown;331;1;0
36;blue-collar;married;secondary;0;0;0;unknown;174;1;0
41;admin.;single;secondary;2790;1;0;unknown;190;1;0
51;unknown;single;unknown;0;0;0;unknown;409;1;0
55;retired;divorced;tertiary;1218;0;1;unknown;145;1;0
42;services;married;secondary;1007;0;0;unknown;139;1;0
45;blue-collar;married;unknown;419;0;0;unknown;420;1;0
37;self-employed;married;tertiary;144;1;0;unknown;247;2;0
57;blue-collar;married;primary;60;0;0;unknown;90;1;0
47;blue-collar;married;primary;421;1;1;unknown;52;1;0
39;technician;single;secondary;681;1;0;unknown;170;1;0
37;services;single;secondary;244;0;0;unknown;70;1;0
39;blue-collar;married;primary;3503;0;0;unknown;89;1;0
50;management;married;tertiary;15442;0;0;unknown;91;1;0
37;management;single;tertiary;240;0;0;unknown;1123;1;1
37;blue-collar;single;primary;0;0;0;unknown;39;1;0
37;entrepreneur;married;unknown;983;0;1;unknown;225;1;0
46;management;divorced;tertiary;743;0;0;unknown;36;2;0
47;technician;married;secondary;89;0;0;unknown;287;1;0
59;blue-collar;married;primary;3587;0;1;unknown;118;2;0
42;blue-collar;married;primary;1401;1;0;unknown;627;1;0
60;retired;married;tertiary;9397;0;0;unknown;428;1;0
39;services;married;secondary;-119;0;1;unknown;104;2;0
37;unemployed;single;primary;1648;1;0;unknown;166;2;0
60;management;married;tertiary;13360;0;1;unknown;264;1;0
37;admin.;married;secondary;641;1;0;unknown;42;1;0
45;housemaid;married;tertiary;2424;0;0;unknown;452;1;0
37;entrepreneur;divorced;secondary;14;0;0;unknown;22;1;0
55;retired;married;primary;0;0;0;unknown;272;1;0
56;management;divorced;tertiary;982;0;0;unknown;152;1;0
31;blue-collar;married;secondary;1779;1;0;unknown;85;2;0
55;housemaid;single;primary;0;0;0;unknown;247;1;0
46;admin.;single;secondary;849;1;0;unknown;508;2;1
56;blue-collar;married;primary;206;0;0;unknown;315;1;0
28;admin.;single;secondary;25;1;0;unknown;109;2;0
35;blue-collar;single;primary;227;0;1;unknown;414;1;0
44;services;married;unknown;67;1;0;unknown;202;1;0
50;retired;married;primary;420;0;0;unknown;107;1;0
42;unknown;single;unknown;1316;0;0;unknown;285;1;0
51;technician;divorced;secondary;1;1;0;unknown;290;1;0
42;unemployed;married;secondary;202;0;0;unknown;257;1;0
42;technician;married;secondary;769;0;0;unknown;90;1;0
59;housemaid;married;primary;495;0;0;unknown;150;2;0
48;management;married;tertiary;2960;0;0;unknown;86;1;0
57;housemaid;divorced;primary;3063;0;0;unknown;21;1;0
56;retired;married;primary;842;0;1;unknown;108;1;0
48;blue-collar;single;primary;316;0;0;unknown;560;2;0
59;blue-collar;married;unknown;139;0;0;unknown;153;1;0
36;blue-collar;married;secondary;346;1;0;unknown;202;1;0
43;blue-collar;single;secondary;318;1;0;unknown;736;2;1
44;unemployed;married;tertiary;1151;1;0;unknown;127;2;0
47;management;married;tertiary;0;0;0;unknown;265;2;0
27;management;single;tertiary;703;1;0;unknown;590;3;1
60;blue-collar;married;secondary;40;0;0;unknown;126;2;0
59;unknown;married;primary;1470;0;0;unknown;74;1;0
42;housemaid;married;primary;0;0;1;unknown;48;2;0
35;entrepreneur;single;tertiary;1800;1;0;unknown;53;1;0
45;services;married;secondary;0;0;1;unknown;370;2;0
60;retired;married;secondary;4820;0;0;unknown;419;1;0
38;management;divorced;tertiary;4207;0;0;unknown;355;1;0
53;unemployed;divorced;secondary;1242;0;0;unknown;280;1;0
37;technician;single;secondary;0;0;0;unknown;80;2;0
54;entrepreneur;married;tertiary;11464;0;0;unknown;222;1;0
39;services;married;secondary;0;0;0;unknown;251;1;0
45;services;married;secondary;6397;1;0;unknown;117;2;0
42;admin.;single;secondary;2758;1;0;unknown;237;3;0
50;management;married;unknown;3304;0;0;unknown;1009;2;0
47;blue-collar;married;primary;0;0;0;unknown;148;2;0
38;services;divorced;secondary;61;0;0;unknown;636;1;1
42;blue-collar;married;secondary;865;0;1;unknown;81;1;0
46;blue-collar;married;secondary;0;1;0;unknown;83;2;0
39;blue-collar;married;secondary;3231;1;1;unknown;164;2;0
56;management;married;primary;7747;0;0;unknown;103;2;0
49;blue-collar;married;secondary;787;1;0;unknown;280;1;0
39;admin.;single;secondary;0;1;0;unknown;22;1;0
61;housemaid;married;unknown;0;0;0;unknown;118;1;0
45;blue-collar;married;primary;1227;0;0;unknown;127;3;0
32;blue-collar;single;secondary;226;1;0;unknown;426;5;0
53;services;divorced;primary;3107;0;0;unknown;152;1;0
53;housemaid;married;primary;104;0;1;unknown;701;1;1
36;unemployed;single;primary;1201;1;0;unknown;57;1;0
37;management;divorced;tertiary;168;1;0;unknown;227;1;0
54;housemaid;divorced;secondary;1327;0;0;unknown;115;2;0
58;admin.;married;unknown;4318;0;0;unknown;307;2;0
